Id. de pedido,Producto,Precio por unidad,Cantidad,Descuento
10624,Salchicha Thüringer,123.79 €,6,0.00%
10624,Azúcar negra Malacca,19.45 €,10,0.00%
10625,Cuajada de judías,23.25 €,3,0.00%
10625,Tallarines de Singapur,14.00 €,5,0.00%
10625,Camembert Pierrot,34.00 €,10,0.00%
10626,Empanada de carne,32.80 €,12,0.00%
10626,Camembert Pierrot,34.00 €,20,0.00%
10626,Crema de queso Fløtemys,21.50 €,20,0.00%
10627,Tarta de azúcar,49.30 €,15,0.00%
10627,Caviar rojo,15.00 €,35,15.00%
10628,Té Dharamsala,18.00 €,25,0.00%
10629,Salchicha Thüringer,123.79 €,20,0.00%
10629,Bollos de pan de Wimmer,33.25 €,9,0.00%
10630,Paté chino,24.00 €,12,5.00%
10630,Licor Cloudberry,18.00 €,35,0.00%
10631,Cerveza Klosterbier Rhönbräu,7.75 €,8,10.00%
10632,Cerveza tibetana Barley,19.00 €,30,5.00%
10632,Queso de cabra,2.50 €,20,5.00%
10633,Queso Manchego La Pastora,38.00 €,36,15.00%
10633,Algas Konbu,6.00 €,13,15.00%
10633,Ositos de goma Gumbär,31.23 €,35,15.00%
10633,Tarta de azúcar,49.30 €,80,15.00%
10634,Peras secas orgánicas del tío Bob,30.00 €,35,0.00%
10634,Langostinos tigre Carnarvon,62.50 €,50,0.00%
10634,Manzanas secas Manjimup,53.00 €,15,0.00%
10634,Cerveza Klosterbier Rhönbräu,7.75 €,2,0.00%
10635,Especias Cajun del chef Anton,22.00 €,10,10.00%
10635,Mezcla Gumbo del chef Anton,21.35 €,15,10.00%
10635,Pan de centeno crujiente estilo Gustaf's,21.00 €,40,0.00%
10636,Especias Cajun del chef Anton,22.00 €,25,0.00%
10636,Caracoles de Borgoña,13.25 €,6,0.00%
10637,Queso Cabrales,21.00 €,10,0.00%
10637,Chocolate blanco,16.25 €,25,5.00%
10637,Gnocchi de la abuela Alicia,38.00 €,60,5.00%
10638,Arenque ahumado,9.50 €,20,0.00%
10638,Salsa de pimiento picante de Luisiana,21.05 €,21,0.00%
10638,Queso Mozzarella Giovanni,34.80 €,60,0.00%
10639,Langostinos tigre Carnarvon,62.50 €,8,0.00%
10640,Queso Gudbrandsdals,36.00 €,20,25.00%
10640,Cerveza Outback,15.00 €,15,25.00%
10641,Cerveza tibetana Barley,19.00 €,50,0.00%
10641,Carne de cangrejo de Boston,18.40 €,60,0.00%
10642,Bollos de Sir Rodney's,10.00 €,30,20.00%
10642,Sirope de arce,28.50 €,20,20.00%
10643,Col fermentada Rössle,45.60 €,15,25.00%
10643,Licor verde Chartreuse,18.00 €,21,25.00%
10643,Arenque salado,12.00 €,2,25.00%
10644,Langostinos tigre Carnarvon,62.50 €,4,10.00%
10644,Café de Malasia,46.00 €,20,0.00%
10644,Arenque salado,12.00 €,21,10.00%
10645,Langostinos tigre Carnarvon,62.50 €,20,0.00%
10645,Escabeche de arenque,19.00 €,15,0.00%
10646,Té Dharamsala,18.00 €,15,25.00%
10646,Pez espada,31.00 €,18,25.00%
10646,Crema de queso Fløtemys,21.50 €,30,25.00%
10646,Salsa verde original Frankfurter,13.00 €,35,25.00%
10647,Pastas de té de chocolate,9.20 €,30,0.00%
10647,Licor verde Chartreuse,18.00 €,20,0.00%
10648,Pan de centeno crujiente estilo Gustaf's,21.00 €,15,0.00%
10648,Refresco Guaraná Fantástica,4.50 €,15,15.00%
10649,Col fermentada Rössle,45.60 €,20,0.00%
10649,Queso Mozzarella Giovanni,34.80 €,15,0.00%
10650,Arenque blanco del noroeste,25.89 €,30,0.00%
10650,Empanada de carne,32.80 €,25,5.00%
10650,Empanada de cerdo,7.45 €,30,0.00%
10651,Pastas de té de chocolate,9.20 €,12,25.00%
10651,Pan de centeno crujiente estilo Gustaf's,21.00 €,20,25.00%
10652,Arenque blanco del noroeste,25.89 €,2,25.00%
10652,Tallarines de Singapur,14.00 €,20,0.00%
10653,Postre de merengue Pavlova,17.45 €,30,10.00%
10653,Camembert Pierrot,34.00 €,20,10.00%
10654,Especias Cajun del chef Anton,22.00 €,12,10.00%
10654,Licor verde Chartreuse,18.00 €,20,10.00%
10654,Empanada de cerdo,7.45 €,6,10.00%
10655,Crema de almejas estilo Nueva Inglaterra,9.65 €,20,20.00%
10656,Cuajada de judías,23.25 €,3,10.00%
10656,Azúcar negra Malacca,19.45 €,28,10.00%
10656,Galletas Zaanse,9.50 €,6,10.00%
10657,Salsa de soja baja en sodio,15.50 €,50,0.00%
10657,Crema de almejas estilo Nueva Inglaterra,9.65 €,24,0.00%
10657,Arenque salado,12.00 €,45,0.00%
10657,Galletas Zaanse,9.50 €,10,0.00%
10657,Gnocchi de la abuela Alicia,38.00 €,45,0.00%
10657,Camembert Pierrot,34.00 €,30,0.00%
10658,Bollos de Sir Rodney's,10.00 €,60,0.00%
10658,Carne de cangrejo de Boston,18.40 €,70,5.00%
10658,Camembert Pierrot,34.00 €,55,5.00%
10658,Salsa verde original Frankfurter,13.00 €,70,5.00%
10659,Queso gorgonzola Telino,12.50 €,20,5.00%
10659,Carne de cangrejo de Boston,18.40 €,24,5.00%
10659,Cerveza Outback,15.00 €,40,5.00%
10660,Mermelada de Sir Rodney's,81.00 €,21,0.00%
10661,Licor verde Chartreuse,18.00 €,3,20.00%
10661,Caracoles de Borgoña,13.25 €,49,20.00%
10662,Barras de pan de Escocia,12.50 €,10,0.00%
10663,Carne de cangrejo de Boston,18.40 €,30,5.00%
10663,Tallarines de Singapur,14.00 €,30,5.00%
10663,Manzanas secas Manjimup,53.00 €,20,5.00%
10664,Pez espada,31.00 €,24,15.00%
10664,Gnocchi de la abuela Alicia,38.00 €,12,15.00%
10664,Salsa de pimiento picante de Luisiana,21.05 €,15,15.00%
10665,Manzanas secas Manjimup,53.00 €,20,0.00%
10665,Raclet de queso Courdavault,55.00 €,1,0.00%
10665,Licor Cloudberry,18.00 €,10,0.00%
10666,Salchicha Thüringer,123.79 €,36,0.00%
10666,Salsa de pimiento picante de Luisiana,21.05 €,10,0.00%
10667,Queso Gudbrandsdals,36.00 €,45,20.00%
10667,Crema de queso Fløtemys,21.50 €,14,20.00%
10668,Queso gorgonzola Telino,12.50 €,8,10.00%
10668,Paté chino,24.00 €,4,10.00%
10668,Bollos de pan de Wimmer,33.25 €,15,10.00%
10669,Escabeche de arenque,19.00 €,30,0.00%
10670,Pan fino,9.00 €,32,0.00%
10670,Arenque salado,12.00 €,60,0.00%
10670,Cerveza Laughing Lumberjack,14.00 €,25,0.00%
10670,Caviar rojo,15.00 €,50,0.00%
10670,Cerveza Klosterbier Rhönbräu,7.75 €,25,0.00%
10671,Postre de merengue Pavlova,17.45 €,10,0.00%
10671,Tarta de azúcar,49.30 €,10,0.00%
10671,Salsa de pimiento picante de Luisiana,21.05 €,12,0.00%
10672,Vino Côte de Blaye,263.50 €,15,10.00%
10672,Crema de queso Fløtemys,21.50 €,12,0.00%
10673,Postre de merengue Pavlova,17.45 €,3,0.00%
10673,Tallarines de Singapur,14.00 €,6,0.00%
10673,Café de Malasia,46.00 €,6,0.00%
10674,Pan fino,9.00 €,5,0.00%
10675,Cuajada de judías,23.25 €,30,0.00%
10675,Empanada de carne,32.80 €,10,0.00%
10675,Caracoles de Borgoña,13.25 €,30,0.00%
10676,Pez espada,31.00 €,2,0.00%
10676,Pastas de té de chocolate,9.20 €,7,0.00%
10676,Azúcar negra Malacca,19.45 €,21,0.00%
10677,Ositos de goma Gumbär,31.23 €,30,15.00%
10677,Queso de cabra,2.50 €,8,15.00%
10678,Queso Manchego La Pastora,38.00 €,100,0.00%
10678,Queso de cabra,2.50 €,30,0.00%
10678,Crema de almejas estilo Nueva Inglaterra,9.65 €,120,0.00%
10678,Empanada de cerdo,7.45 €,30,0.00%
10679,Raclet de queso Courdavault,55.00 €,12,0.00%
10680,Postre de merengue Pavlova,17.45 €,50,25.00%
10680,Queso gorgonzola Telino,12.50 €,20,25.00%
10680,Tallarines de Singapur,14.00 €,40,25.00%
10681,Pastas de té de chocolate,9.20 €,30,10.00%
10681,Bollos de Sir Rodney's,10.00 €,12,10.00%
10681,Bollos de pan de Wimmer,33.25 €,28,0.00%
10682,Queso de cabra,2.50 €,30,0.00%
10682,Especias picantes de Luisiana,17.00 €,4,0.00%
10682,Cerveza Klosterbier Rhönbräu,7.75 €,30,0.00%
10683,Cereales para Filo,7.00 €,9,0.00%
10684,Carne de cangrejo de Boston,18.40 €,20,0.00%
10684,Galletas Zaanse,9.50 €,40,0.00%
10684,Camembert Pierrot,34.00 €,30,0.00%
10685,Pez espada,31.00 €,20,0.00%
10685,Crema de almejas estilo Nueva Inglaterra,9.65 €,4,0.00%
10685,Galletas Zaanse,9.50 €,15,0.00%
10686,Cordero Alice Springs,39.00 €,30,20.00%
10686,Ositos de goma Gumbär,31.23 €,15,0.00%
10687,Buey Mishi Kobe,97.00 €,50,25.00%
10687,Salchicha Thüringer,123.79 €,10,0.00%
10687,Escabeche de arenque,19.00 €,6,25.00%
10688,Pez espada,31.00 €,18,10.00%
10688,Col fermentada Rössle,45.60 €,60,10.00%
10688,Cerveza Sasquatch,14.00 €,14,0.00%
10689,Té Dharamsala,18.00 €,35,25.00%
10690,Gnocchi de la abuela Alicia,38.00 €,20,25.00%
10690,Salsa verde original Frankfurter,13.00 €,30,25.00%
10691,Té Dharamsala,18.00 €,30,0.00%
10691,Salchicha Thüringer,123.79 €,40,0.00%
10691,Café de Malasia,46.00 €,40,0.00%
10691,Azúcar negra Malacca,19.45 €,24,0.00%
10691,Tarta de azúcar,49.30 €,48,0.00%
10692,Sandwich de vegetales,43.90 €,20,0.00%
10693,Buey Mishi Kobe,97.00 €,6,0.00%
10693,Empanada de cerdo,7.45 €,60,15.00%
10693,Queso Gudbrandsdals,36.00 €,30,15.00%
10693,Caviar rojo,15.00 €,15,15.00%
10694,Peras secas orgánicas del tío Bob,30.00 €,90,0.00%
10694,Raclet de queso Courdavault,55.00 €,25,0.00%
10694,Cerveza Outback,15.00 €,50,0.00%
10695,Salsa de arándanos Northwoods,40.00 €,10,0.00%
10695,Queso Manchego La Pastora,38.00 €,4,0.00%
10695,Refresco Guaraná Fantástica,4.50 €,20,0.00%
10696,Cordero Alice Springs,39.00 €,20,0.00%
10696,Arenque salado,12.00 €,18,0.00%
10697,Pastas de té de chocolate,9.20 €,7,25.00%
10697,Cerveza negra Steeleye,18.00 €,9,25.00%
10697,Caracoles de Borgoña,13.25 €,30,25.00%
10697,Cerveza Outback,15.00 €,30,25.00%
10698,Queso Cabrales,21.00 €,15,0.00%
10698,Cordero Alice Springs,39.00 €,8,5.00%
10698,Salchicha Thüringer,123.79 €,12,5.00%
10698,Salsa de pimiento picante de Luisiana,21.05 €,65,5.00%
10698,Cerveza Outback,15.00 €,8,5.00%
10699,Galletas Zaanse,9.50 €,12,0.00%
10700,Té Dharamsala,18.00 €,5,20.00%
10700,Cerveza Sasquatch,14.00 €,12,20.00%
10700,Barras de pan de Escocia,12.50 €,40,20.00%
10700,Crema de queso Fløtemys,21.50 €,60,20.00%
10701,Raclet de queso Courdavault,55.00 €,42,15.00%
10701,Crema de queso Fløtemys,21.50 €,20,15.00%
10701,Licor Cloudberry,18.00 €,35,15.00%
10702,Sirope de regaliz,10.00 €,6,0.00%
10702,Licor Cloudberry,18.00 €,15,0.00%
10703,Cerveza tibetana Barley,19.00 €,5,0.00%
10703,Raclet de queso Courdavault,55.00 €,35,0.00%
10703,Caviar rojo,15.00 €,35,0.00%
10704,Especias Cajun del chef Anton,22.00 €,6,0.00%
10704,Refresco Guaraná Fantástica,4.50 €,35,0.00%
10704,Chocolate holandés,12.75 €,24,0.00%
10705,Queso gorgonzola Telino,12.50 €,20,0.00%
10705,Queso Mascarpone Fabioli,32.00 €,4,0.00%
10706,Postre de merengue Pavlova,17.45 €,20,0.00%
10706,Café de Malasia,46.00 €,24,0.00%
10706,Raclet de queso Courdavault,55.00 €,8,0.00%
10707,Paté chino,24.00 €,21,0.00%
10707,Raviolis Angelo,19.50 €,40,0.00%
10707,Cerveza Outback,15.00 €,28,15.00%
10708,Mezcla Gumbo del chef Anton,21.35 €,4,0.00%
10708,Escabeche de arenque,19.00 €,5,0.00%
10709,Salsa de arándanos Northwoods,40.00 €,40,0.00%
10709,Manzanas secas Manjimup,53.00 €,28,0.00%
10709,Camembert Pierrot,34.00 €,10,0.00%
10710,Pastas de té de chocolate,9.20 €,5,0.00%
10710,Galletas Zaanse,9.50 €,5,0.00%
10711,Pastas de té de chocolate,9.20 €,12,0.00%
10711,Crema de almejas estilo Nueva Inglaterra,9.65 €,42,0.00%
10711,Empanada de carne,32.80 €,120,0.00%
10712,Empanada de carne,32.80 €,3,5.00%
10712,Gnocchi de la abuela Alicia,38.00 €,30,0.00%
10713,Pez espada,31.00 €,18,0.00%
10713,Ositos de goma Gumbär,31.23 €,30,0.00%
10713,Arenque ahumado,9.50 €,110,0.00%
10713,Arenque salado,12.00 €,24,0.00%
10714,Cerveza tibetana Barley,19.00 €,30,25.00%
10714,Cordero Alice Springs,39.00 €,27,25.00%
10714,Galletas Zaanse,9.50 €,50,25.00%
10714,Gnocchi de la abuela Alicia,38.00 €,18,25.00%
10714,Caracoles de Borgoña,13.25 €,12,25.00%
10715,Pez espada,31.00 €,21,0.00%
10715,Crema de queso Fløtemys,21.50 €,30,0.00%
10716,Bollos de Sir Rodney's,10.00 €,5,0.00%
10716,Manzanas secas Manjimup,53.00 €,7,0.00%
10716,Sirope de arce,28.50 €,10,0.00%
10717,Bollos de Sir Rodney's,10.00 €,32,5.00%
10717,Empanada de cerdo,7.45 €,15,0.00%
10717,Queso Gudbrandsdals,36.00 €,25,5.00%
10718,Queso Manchego La Pastora,38.00 €,36,0.00%
10718,Postre de merengue Pavlova,17.45 €,20,0.00%
10718,Escabeche de arenque,19.00 €,40,0.00%
10718,Tarta de azúcar,49.30 €,20,0.00%
10719,Langostinos tigre Carnarvon,62.50 €,12,25.00%
10719,Arenque blanco del noroeste,25.89 €,3,25.00%
10719,Empanada de cerdo,7.45 €,40,25.00%
10720,Cerveza negra Steeleye,18.00 €,21,0.00%
10720,Crema de queso Fløtemys,21.50 €,8,0.00%
10721,Azúcar negra Malacca,19.45 €,50,5.00%
10722,Cerveza tibetana Barley,19.00 €,3,0.00%
10722,Queso gorgonzola Telino,12.50 €,50,0.00%
10722,Barras de pan de Escocia,12.50 €,45,0.00%
10722,Cerveza Klosterbier Rhönbräu,7.75 €,42,0.00%
10723,Ositos de goma Gumbär,31.23 €,15,0.00%
10724,Pez espada,31.00 €,16,0.00%
10724,Sirope de arce,28.50 €,5,0.00%
10725,Crema de almejas estilo Nueva Inglaterra,9.65 €,12,0.00%
10725,Cereales para Filo,7.00 €,4,0.00%
10725,Paté chino,24.00 €,6,0.00%
10726,Especias Cajun del chef Anton,22.00 €,25,0.00%
10726,Queso Cabrales,21.00 €,5,0.00%
10727,Cordero Alice Springs,39.00 €,20,5.00%
10727,Gnocchi de la abuela Alicia,38.00 €,10,5.00%
10727,Raclet de queso Courdavault,55.00 €,10,5.00%
10728,Arenque blanco del noroeste,25.89 €,15,0.00%
10728,Carne de cangrejo de Boston,18.40 €,6,0.00%
10728,Paté chino,24.00 €,12,0.00%
10728,Camembert Pierrot,34.00 €,15,0.00%
10729,Té Dharamsala,18.00 €,50,0.00%
10729,Bollos de Sir Rodney's,10.00 €,30,0.00%
10729,Chocolate blanco,16.25 €,40,0.00%
10730,Postre de merengue Pavlova,17.45 €,15,5.00%
10730,Queso gorgonzola Telino,12.50 €,3,5.00%
10730,Salsa de pimiento picante de Luisiana,21.05 €,10,5.00%
10731,Bollos de Sir Rodney's,10.00 €,40,5.00%
10731,Manzanas secas Manjimup,53.00 €,30,5.00%
10732,Licor Cloudberry,18.00 €,20,0.00%
10733,Cuajada de judías,23.25 €,16,0.00%
10733,Col fermentada Rössle,45.60 €,20,0.00%
10733,Cereales para Filo,7.00 €,25,0.00%
10734,Mermelada de grosellas de la abuela,25.00 €,30,0.00%
10734,Arenque blanco del noroeste,25.89 €,15,0.00%
10734,Licor Cloudberry,18.00 €,20,0.00%
10735,Sirope de arce,28.50 €,20,10.00%
10735,Salsa verde original Frankfurter,13.00 €,2,10.00%
10736,Salsa de pimiento picante de Luisiana,21.05 €,40,0.00%
10736,Cerveza Klosterbier Rhönbräu,7.75 €,20,0.00%
10737,Algas Konbu,6.00 €,4,0.00%
10737,Crema de almejas estilo Nueva Inglaterra,9.65 €,12,0.00%
10738,Postre de merengue Pavlova,17.45 €,3,0.00%
10739,Escabeche de arenque,19.00 €,6,0.00%
10739,Cereales para Filo,7.00 €,18,0.00%
10740,Col fermentada Rössle,45.60 €,5,20.00%
10740,Cerveza negra Steeleye,18.00 €,35,20.00%
10740,Arenque ahumado,9.50 €,40,20.00%
10740,Gnocchi de la abuela Alicia,38.00 €,14,20.00%
10741,Cerveza tibetana Barley,19.00 €,15,20.00%
10742,Sirope de regaliz,10.00 €,20,0.00%
10742,Camembert Pierrot,34.00 €,50,0.00%
10742,Queso Mozzarella Giovanni,34.80 €,35,0.00%
10743,Arenque salado,12.00 €,28,5.00%
10744,Carne de cangrejo de Boston,18.40 €,50,20.00%
10745,Langostinos tigre Carnarvon,62.50 €,24,0.00%
10745,Azúcar negra Malacca,19.45 €,16,0.00%
10745,Raclet de queso Courdavault,55.00 €,45,0.00%
10745,Queso Mozzarella Giovanni,34.80 €,7,0.00%
10746,Algas Konbu,6.00 €,6,0.00%
10746,Tallarines de Singapur,14.00 €,28,0.00%
10746,Tarta de azúcar,49.30 €,9,0.00%
10746,Queso Gudbrandsdals,36.00 €,40,0.00%
10747,Queso gorgonzola Telino,12.50 €,8,0.00%
10747,Crema de almejas estilo Nueva Inglaterra,9.65 €,35,0.00%
10747,Sandwich de vegetales,43.90 €,9,0.00%
10747,Queso Gudbrandsdals,36.00 €,30,0.00%
10748,Pan fino,9.00 €,44,0.00%
10748,Carne de cangrejo de Boston,18.40 €,40,0.00%
10748,Gnocchi de la abuela Alicia,38.00 €,28,0.00%
10749,Gnocchi de la abuela Alicia,38.00 €,15,0.00%
10749,Raclet de queso Courdavault,55.00 €,6,0.00%
10749,Licor Cloudberry,18.00 €,10,0.00%
10750,Cuajada de judías,23.25 €,5,15.00%
10750,Arenque ahumado,9.50 €,40,15.00%
10750,Raclet de queso Courdavault,55.00 €,25,15.00%
10751,Ositos de goma Gumbär,31.23 €,12,10.00%
10751,Arenque blanco del noroeste,25.89 €,30,0.00%
10751,Chocolate blanco,16.25 €,20,10.00%
10751,Caviar rojo,15.00 €,15,0.00%
10752,Té Dharamsala,18.00 €,8,0.00%
10752,Queso Gudbrandsdals,36.00 €,3,0.00%
10753,Arenque ahumado,9.50 €,4,0.00%
10753,Queso de soja Longlife,10.00 €,5,0.00%
10754,Carne de cangrejo de Boston,18.40 €,3,0.00%
10755,Galletas Zaanse,9.50 €,30,25.00%
10755,Gnocchi de la abuela Alicia,38.00 €,30,25.00%
10755,Raviolis Angelo,19.50 €,14,25.00%
10755,Queso Gudbrandsdals,36.00 €,25,25.00%
10756,Langostinos tigre Carnarvon,62.50 €,21,20.00%
10756,Escabeche de arenque,19.00 €,20,20.00%
10756,Barras de pan de Escocia,12.50 €,6,20.00%
10756,Queso Gudbrandsdals,36.00 €,20,20.00%
10757,Cerveza Sasquatch,14.00 €,30,0.00%
10757,Raclet de queso Courdavault,55.00 €,7,0.00%
10757,Tarta de azúcar,49.30 €,30,0.00%
10757,Bollos de pan de Wimmer,33.25 €,24,0.00%
10758,Ositos de goma Gumbär,31.23 €,20,0.00%
10758,Cereales para Filo,7.00 €,60,0.00%
10758,Cerveza Outback,15.00 €,40,0.00%
10759,Queso Mascarpone Fabioli,32.00 €,10,0.00%
10760,Crema de chocolate y nueces NuNuCa,14.00 €,12,25.00%
10760,Chocolate Schoggi,43.90 €,40,0.00%
10760,Café de Malasia,46.00 €,30,25.00%
10761,Crema de chocolate y nueces NuNuCa,14.00 €,35,25.00%
10761,Cerveza Klosterbier Rhönbräu,7.75 €,18,0.00%
10762,Licor verde Chartreuse,18.00 €,16,0.00%
10762,Galletas Zaanse,9.50 €,30,0.00%
10762,Manzanas secas Manjimup,53.00 €,28,0.00%
10762,Gnocchi de la abuela Alicia,38.00 €,60,0.00%
10763,Bollos de Sir Rodney's,10.00 €,40,0.00%
10763,Pan de centeno crujiente estilo Gustaf's,21.00 €,6,0.00%
10763,Refresco Guaraná Fantástica,4.50 €,20,0.00%
10764,Sirope de regaliz,10.00 €,20,10.00%
10764,Licor verde Chartreuse,18.00 €,130,10.00%
10765,Salsa de pimiento picante de Luisiana,21.05 €,80,10.00%
10766,Cerveza tibetana Barley,19.00 €,40,0.00%
10766,Peras secas orgánicas del tío Bob,30.00 €,35,0.00%
10766,Barras de pan de Escocia,12.50 €,40,0.00%
10767,Tallarines de Singapur,14.00 €,2,0.00%
10768,Pan de centeno crujiente estilo Gustaf's,21.00 €,4,0.00%
10768,Queso gorgonzola Telino,12.50 €,50,0.00%
10768,Camembert Pierrot,34.00 €,15,0.00%
10768,Crema de queso Fløtemys,21.50 €,12,0.00%
10769,Crema de almejas estilo Nueva Inglaterra,9.65 €,30,5.00%
10769,Cereales para Filo,7.00 €,15,5.00%
10769,Sirope de arce,28.50 €,20,0.00%
10769,Tarta de azúcar,49.30 €,15,0.00%
10770,Queso Cabrales,21.00 €,15,25.00%
10771,Crema de queso Fløtemys,21.50 €,16,0.00%
10772,Salchicha Thüringer,123.79 €,18,0.00%
10772,Raclet de queso Courdavault,55.00 €,25,0.00%
10773,Cordero Alice Springs,39.00 €,33,0.00%
10773,Queso gorgonzola Telino,12.50 €,70,20.00%
10773,Cerveza Klosterbier Rhönbräu,7.75 €,7,20.00%
10774,Queso gorgonzola Telino,12.50 €,2,25.00%
10774,Especias picantes de Luisiana,17.00 €,50,0.00%
10775,Pez espada,31.00 €,6,0.00%
10775,Cerveza Laughing Lumberjack,14.00 €,3,0.00%
10776,Queso gorgonzola Telino,12.50 €,16,5.00%
10776,Tallarines de Singapur,14.00 €,12,5.00%
10776,Arenque ahumado,9.50 €,27,5.00%
10776,Manzanas secas Manjimup,53.00 €,120,5.00%
10777,Tallarines de Singapur,14.00 €,20,20.00%
10778,Crema de almejas estilo Nueva Inglaterra,9.65 €,10,0.00%
10779,Postre de merengue Pavlova,17.45 €,20,0.00%
10779,Tarta de azúcar,49.30 €,20,0.00%
10780,Cerveza Outback,15.00 €,35,0.00%
10780,Salsa verde original Frankfurter,13.00 €,15,0.00%
10781,Empanada de cerdo,7.45 €,3,20.00%
10781,Gnocchi de la abuela Alicia,38.00 €,20,20.00%
10781,Queso de soja Longlife,10.00 €,35,0.00%
10782,Queso gorgonzola Telino,12.50 €,1,0.00%
10783,Queso gorgonzola Telino,12.50 €,10,0.00%
10783,Vino Côte de Blaye,263.50 €,5,0.00%
10784,Escabeche de arenque,19.00 €,30,0.00%
10784,Licor verde Chartreuse,18.00 €,2,15.00%
10784,Queso Mozzarella Giovanni,34.80 €,30,15.00%
10785,Pez espada,31.00 €,10,0.00%
10785,Cerveza Klosterbier Rhönbräu,7.75 €,10,0.00%
10786,Salsa de arándanos Northwoods,40.00 €,30,20.00%
10786,Arenque blanco del noroeste,25.89 €,15,20.00%
10786,Cerveza Klosterbier Rhönbräu,7.75 €,42,20.00%
10787,Cerveza tibetana Barley,19.00 €,15,5.00%
10787,Salchicha Thüringer,123.79 €,20,5.00%
10788,Pastas de té de chocolate,9.20 €,50,5.00%
10788,Cerveza Klosterbier Rhönbräu,7.75 €,40,5.00%
10789,Langostinos tigre Carnarvon,62.50 €,30,0.00%
10789,Cerveza negra Steeleye,18.00 €,15,0.00%
10789,Sandwich de vegetales,43.90 €,30,0.00%
10789,Barras de pan de Escocia,12.50 €,18,0.00%
10790,Peras secas orgánicas del tío Bob,30.00 €,3,15.00%
10790,Gnocchi de la abuela Alicia,38.00 €,20,15.00%
10791,Salchicha Thüringer,123.79 €,14,5.00%
10791,Crema de almejas estilo Nueva Inglaterra,9.65 €,20,5.00%
10792,Cerveza tibetana Barley,19.00 €,10,0.00%
10792,Empanada de cerdo,7.45 €,3,0.00%
10792,Barras de pan de Escocia,12.50 €,15,0.00%
10793,Crema de almejas estilo Nueva Inglaterra,9.65 €,14,0.00%
10793,Cereales para Filo,7.00 €,8,0.00%
10794,Cuajada de judías,23.25 €,15,20.00%
10794,Empanada de cerdo,7.45 €,6,20.00%
10795,Postre de merengue Pavlova,17.45 €,65,0.00%
10795,Cordero Alice Springs,39.00 €,35,25.00%
10796,Ositos de goma Gumbär,31.23 €,21,20.00%
10796,Azúcar negra Malacca,19.45 €,10,0.00%
10796,Bollos de pan de Wimmer,33.25 €,35,20.00%
10796,Queso Gudbrandsdals,36.00 €,24,20.00%
10797,Queso Cabrales,21.00 €,20,0.00%
10798,Tarta de azúcar,49.30 €,2,0.00%
10798,Queso Mozzarella Giovanni,34.80 €,10,0.00%
10799,Algas Konbu,6.00 €,20,15.00%
10799,Refresco Guaraná Fantástica,4.50 €,20,15.00%
10799,Raclet de queso Courdavault,55.00 €,25,0.00%
10800,Queso Cabrales,21.00 €,50,10.00%
10800,Manzanas secas Manjimup,53.00 €,10,10.00%
10800,Empanada de cerdo,7.45 €,7,10.00%
10801,Cordero Alice Springs,39.00 €,40,25.00%
10801,Salchicha Thüringer,123.79 €,20,25.00%
10802,Arenque blanco del noroeste,25.89 €,25,25.00%
10802,Manzanas secas Manjimup,53.00 €,30,25.00%
10802,Paté chino,24.00 €,60,25.00%
10802,Tarta de azúcar,49.30 €,5,25.00%
10803,Pastas de té de chocolate,9.20 €,24,5.00%
10803,Crema de chocolate y nueces NuNuCa,14.00 €,15,5.00%
10803,Raclet de queso Courdavault,55.00 €,15,5.00%
10804,Pez espada,31.00 €,36,0.00%
10804,Col fermentada Rössle,45.60 €,24,0.00%
10804,Regaliz,20.00 €,4,15.00%
10805,Cerveza Sasquatch,14.00 €,10,0.00%
10805,Vino Côte de Blaye,263.50 €,10,0.00%
10806,Cerveza tibetana Barley,19.00 €,20,25.00%
10806,Salsa de pimiento picante de Luisiana,21.05 €,2,0.00%
10806,Queso de soja Longlife,10.00 €,15,25.00%
10807,Carne de cangrejo de Boston,18.40 €,1,0.00%
10808,Gnocchi de la abuela Alicia,38.00 €,20,15.00%
10808,Licor Cloudberry,18.00 €,50,15.00%
10809,Cereales para Filo,7.00 €,20,0.00%
10810,Algas Konbu,6.00 €,7,0.00%
10810,Crema de chocolate y nueces NuNuCa,14.00 €,5,0.00%
10810,Cerveza Outback,15.00 €,5,0.00%
10811,Pastas de té de chocolate,9.20 €,15,0.00%
10811,Pan fino,9.00 €,18,0.00%
10811,Carne de cangrejo de Boston,18.40 €,30,0.00%
10812,Queso gorgonzola Telino,12.50 €,16,10.00%
10812,Queso Mozzarella Giovanni,34.80 €,40,10.00%
10812,Salsa verde original Frankfurter,13.00 €,20,0.00%
10813,Cerveza tibetana Barley,19.00 €,12,20.00%
10813,Arenque salado,12.00 €,35,0.00%
10814,Crema de almejas estilo Nueva Inglaterra,9.65 €,20,0.00%
10814,Café de Malasia,46.00 €,20,15.00%
10814,Chocolate holandés,12.75 €,8,15.00%
10814,Sirope de arce,28.50 €,30,15.00%
10815,Queso de cabra,2.50 €,16,0.00%
10816,Vino Côte de Blaye,263.50 €,30,5.00%
10816,Tarta de azúcar,49.30 €,20,5.00%
10817,Ositos de goma Gumbär,31.23 €,40,15.00%
10817,Vino Côte de Blaye,263.50 €,30,0.00%
10817,Carne de cangrejo de Boston,18.40 €,60,15.00%
10817,Tarta de azúcar,49.30 €,25,15.00%
10818,Queso Mascarpone Fabioli,32.00 €,20,0.00%
