Id. de pedido,Cliente,Empleado,Fecha de pedido,Fecha de entrega,Fecha de envío,Forma de envío,Cargo,Nombre de destinatario,Dirección de destinatario,Ciudad de destinatario,Región de destinatario,Código postal de destinatario,País de destinatario
10533,Folk och fä HB,"Callahan, Laura",12-05-1997,09-06-1997,22-05-1997,Speedy Express,188.04 €,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Suecia
10534,Lehmanns Marktstand,"Callahan, Laura",12-05-1997,09-06-1997,14-05-1997,United Package,27.94 €,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Alemania
10535,Antonio Moreno Taquería,"Peacock, Margaret",13-05-1997,10-06-1997,21-05-1997,Speedy Express,15.64 €,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,México
10536,Lehmanns Marktstand,"Leverling, Janet",14-05-1997,11-06-1997,06-06-1997,United Package,58.88 €,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Alemania
10537,Richter Supermarkt,"Davolio, Nancy",14-05-1997,28-05-1997,19-05-1997,Speedy Express,78.85 €,Richter Supermarkt,Starenweg 5,Genève,,1204,Suiza
10538,B's Beverages,"Dodsworth, Anne",15-05-1997,12-06-1997,16-05-1997,Federal Shipping,4.87 €,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,Reino Unido
10539,B's Beverages,"Suyama, Michael",16-05-1997,13-06-1997,23-05-1997,Federal Shipping,12.36 €,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,Reino Unido
10540,QUICK-Stop,"Leverling, Janet",19-05-1997,16-06-1997,13-06-1997,Federal Shipping,"1,007.64 €",QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10541,Hanari Carnes,"Fuller, Andrew",19-05-1997,16-06-1997,29-05-1997,Speedy Express,68.65 €,Hanari Carnes,"Rua do Paço, 67",Río de Janeiro,RJ,05454-876,Brasil
10542,Königlich Essen,"Davolio, Nancy",20-05-1997,17-06-1997,26-05-1997,Federal Shipping,10.95 €,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Alemania
10543,LILA-Supermercado,"Callahan, Laura",21-05-1997,18-06-1997,23-05-1997,United Package,48.17 €,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10544,Lonesome Pine Restaurant,"Peacock, Margaret",21-05-1997,18-06-1997,30-05-1997,Speedy Express,24.91 €,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,Estados Unidos
10545,Lazy K Kountry Store,"Callahan, Laura",22-05-1997,19-06-1997,26-06-1997,United Package,11.92 €,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,Estados Unidos
10546,Victuailles en stock,"Davolio, Nancy",23-05-1997,20-06-1997,27-05-1997,Federal Shipping,194.72 €,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,Francia
10547,Seven Seas Imports,"Leverling, Janet",23-05-1997,20-06-1997,02-06-1997,United Package,178.43 €,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,Reino Unido
10548,Toms Spezialitäten,"Leverling, Janet",26-05-1997,23-06-1997,02-06-1997,United Package,1.43 €,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Alemania
10549,QUICK-Stop,"Buchanan, Steven",27-05-1997,10-06-1997,30-05-1997,Speedy Express,171.24 €,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10550,Godos Cocina Típica,"King, Robert",28-05-1997,25-06-1997,06-06-1997,Federal Shipping,4.32 €,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,España
10551,Furia Bacalhau e Frutos do Mar,"Peacock, Margaret",28-05-1997,09-07-1997,06-06-1997,Federal Shipping,72.95 €,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10552,HILARIÓN-Abastos,"Fuller, Andrew",29-05-1997,26-06-1997,05-06-1997,Speedy Express,83.22 €,HILARIÓN-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10553,Wartian Herkku,"Fuller, Andrew",30-05-1997,27-06-1997,03-06-1997,United Package,149.49 €,Wartian Herkku,Torikatu 38,Oulu,,90110,Finlandia
10554,Ottilies Käseladen,"Peacock, Margaret",30-05-1997,27-06-1997,05-06-1997,Federal Shipping,120.97 €,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Alemania
10555,Save-a-lot Markets,"Suyama, Michael",02-06-1997,30-06-1997,04-06-1997,Federal Shipping,252.49 €,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
10556,Simons bistro,"Fuller, Andrew",03-06-1997,15-07-1997,13-06-1997,Speedy Express,9.80 €,Simons bistro,Vinbæltet 34,København,,1734,Dinamarca
10557,Lehmanns Marktstand,"Dodsworth, Anne",03-06-1997,17-06-1997,06-06-1997,United Package,96.72 €,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Alemania
10558,Around the Horn,"Davolio, Nancy",04-06-1997,02-07-1997,10-06-1997,United Package,72.97 €,Around the Horn,"Brook Farm
Stratford St. Mary",Colchester,Essex,CO7 6JX,Reino Unido
10559,Blondel père et fils,"Suyama, Michael",05-06-1997,03-07-1997,13-06-1997,Speedy Express,8.05 €,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,Francia
10560,Frankenversand,"Callahan, Laura",06-06-1997,04-07-1997,09-06-1997,Speedy Express,36.65 €,Frankenversand,Berliner Platz 43,München,,80805,Alemania
10561,Folk och fä HB,"Fuller, Andrew",06-06-1997,04-07-1997,09-06-1997,United Package,242.21 €,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Suecia
10562,Reggiani Caseifici,"Davolio, Nancy",09-06-1997,07-07-1997,12-06-1997,Speedy Express,22.95 €,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italia
10563,Ricardo Adocicados,"Fuller, Andrew",10-06-1997,22-07-1997,24-06-1997,United Package,60.43 €,Ricardo Adocicados,"Av. Copacabana, 267",Río de Janeiro,RJ,02389-890,Brasil
10564,Rattlesnake Canyon Grocery,"Peacock, Margaret",10-06-1997,08-07-1997,16-06-1997,Federal Shipping,13.75 €,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,Estados Unidos
10565,Mère Paillarde,"Callahan, Laura",11-06-1997,09-07-1997,18-06-1997,United Package,7.15 €,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canadá
10566,Blondel père et fils,"Dodsworth, Anne",12-06-1997,10-07-1997,18-06-1997,Speedy Express,88.40 €,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,Francia
10567,Hungry Owl All-Night Grocers,"Davolio, Nancy",12-06-1997,10-07-1997,17-06-1997,Speedy Express,33.97 €,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Irlanda
10568,Galería del gastrónomo,"Leverling, Janet",13-06-1997,11-07-1997,09-07-1997,Federal Shipping,6.54 €,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,España
10569,Rattlesnake Canyon Grocery,"Buchanan, Steven",16-06-1997,14-07-1997,11-07-1997,Speedy Express,58.98 €,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,Estados Unidos
10570,Mère Paillarde,"Leverling, Janet",17-06-1997,15-07-1997,19-06-1997,Federal Shipping,188.99 €,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canadá
10571,Ernst Handel,"Callahan, Laura",17-06-1997,29-07-1997,04-07-1997,Federal Shipping,26.06 €,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10572,Berglunds snabbköp,"Leverling, Janet",18-06-1997,16-07-1997,25-06-1997,United Package,116.43 €,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Suecia
10573,Antonio Moreno Taquería,"King, Robert",19-06-1997,17-07-1997,20-06-1997,Federal Shipping,84.84 €,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,México
10574,Trail's Head Gourmet Provisioners,"Peacock, Margaret",19-06-1997,17-07-1997,30-06-1997,United Package,37.60 €,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,Estados Unidos
10575,Morgenstern Gesundkost,"Buchanan, Steven",20-06-1997,04-07-1997,30-06-1997,Speedy Express,127.34 €,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Alemania
10576,Tortuga Restaurante,"Leverling, Janet",23-06-1997,07-07-1997,30-06-1997,Federal Shipping,18.56 €,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,México
10577,Trail's Head Gourmet Provisioners,"Dodsworth, Anne",23-06-1997,04-08-1997,30-06-1997,United Package,25.41 €,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,Estados Unidos
10578,B's Beverages,"Peacock, Margaret",24-06-1997,22-07-1997,25-07-1997,Federal Shipping,29.60 €,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,Reino Unido
10579,Let's Stop N Shop,"Davolio, Nancy",25-06-1997,23-07-1997,04-07-1997,United Package,13.73 €,Let's Stop N Shop,"87 Polk St.
Suite 5",San Francisco,CA,94117,Estados Unidos
10580,Ottilies Käseladen,"Peacock, Margaret",26-06-1997,24-07-1997,01-07-1997,Federal Shipping,75.89 €,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Alemania
10581,Familia Arquibaldo,"Leverling, Janet",26-06-1997,24-07-1997,02-07-1997,Speedy Express,3.01 €,Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brasil
10582,Blauer See Delikatessen,"Leverling, Janet",27-06-1997,25-07-1997,14-07-1997,United Package,27.71 €,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Alemania
10583,Wartian Herkku,"Fuller, Andrew",30-06-1997,28-07-1997,04-07-1997,United Package,7.28 €,Wartian Herkku,Torikatu 38,Oulu,,90110,Finlandia
10584,Blondel père et fils,"Peacock, Margaret",30-06-1997,28-07-1997,04-07-1997,Speedy Express,59.14 €,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,Francia
10585,Wellington Importadora,"King, Robert",01-07-1997,29-07-1997,10-07-1997,Speedy Express,13.41 €,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brasil
10586,Reggiani Caseifici,"Dodsworth, Anne",02-07-1997,30-07-1997,09-07-1997,Speedy Express,0.48 €,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italia
10587,Que Delícia,"Davolio, Nancy",02-07-1997,30-07-1997,09-07-1997,Speedy Express,62.52 €,Que Delícia,"Rua da Panificadora, 12",Río de Janeiro,RJ,02389-673,Brasil
10588,QUICK-Stop,"Fuller, Andrew",03-07-1997,31-07-1997,10-07-1997,Federal Shipping,194.67 €,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10589,Great Lakes Food Market,"Callahan, Laura",04-07-1997,01-08-1997,14-07-1997,United Package,4.42 €,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,Estados Unidos
10590,Mère Paillarde,"Peacock, Margaret",07-07-1997,04-08-1997,14-07-1997,Federal Shipping,44.77 €,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canadá
10591,Vaffeljernet,"Davolio, Nancy",07-07-1997,21-07-1997,16-07-1997,Speedy Express,55.92 €,Vaffeljernet,Smagsløget 45,Århus,,8200,Dinamarca
10592,Lehmanns Marktstand,"Leverling, Janet",08-07-1997,05-08-1997,16-07-1997,Speedy Express,32.10 €,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Alemania
10593,Lehmanns Marktstand,"King, Robert",09-07-1997,06-08-1997,13-08-1997,United Package,174.20 €,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Alemania
10594,Old World Delicatessen,"Leverling, Janet",09-07-1997,06-08-1997,16-07-1997,United Package,5.24 €,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,Estados Unidos
10595,Ernst Handel,"Fuller, Andrew",10-07-1997,07-08-1997,14-07-1997,Speedy Express,96.78 €,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10596,White Clover Markets,"Callahan, Laura",11-07-1997,08-08-1997,12-08-1997,Speedy Express,16.34 €,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,Estados Unidos
10597,Piccolo und mehr,"King, Robert",11-07-1997,08-08-1997,18-07-1997,Federal Shipping,35.12 €,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10598,Rattlesnake Canyon Grocery,"Davolio, Nancy",14-07-1997,11-08-1997,18-07-1997,Federal Shipping,44.42 €,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,Estados Unidos
10599,B's Beverages,"Suyama, Michael",15-07-1997,26-08-1997,21-07-1997,Federal Shipping,29.98 €,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,Reino Unido
10600,Hungry Coyote Import Store,"Peacock, Margaret",16-07-1997,13-08-1997,21-07-1997,Speedy Express,45.13 €,Hungry Coyote Import Store,"City Center Plaza
516 Main St.",Elgin,OR,97827,Estados Unidos
10601,HILARIÓN-Abastos,"King, Robert",16-07-1997,27-08-1997,22-07-1997,Speedy Express,58.30 €,HILARIÓN-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10602,Vaffeljernet,"Callahan, Laura",17-07-1997,14-08-1997,22-07-1997,United Package,2.92 €,Vaffeljernet,Smagsløget 45,Århus,,8200,Dinamarca
10603,Save-a-lot Markets,"Callahan, Laura",18-07-1997,15-08-1997,08-08-1997,United Package,48.77 €,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
10604,Furia Bacalhau e Frutos do Mar,"Davolio, Nancy",18-07-1997,15-08-1997,29-07-1997,Speedy Express,7.46 €,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10605,Mère Paillarde,"Davolio, Nancy",21-07-1997,18-08-1997,29-07-1997,United Package,379.13 €,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canadá
10606,Tradição Hipermercados,"Peacock, Margaret",22-07-1997,19-08-1997,31-07-1997,Federal Shipping,79.40 €,Tradição Hipermercados,"Av. Inês de Castro, 414",São Paulo,SP,05634-030,Brasil
10607,Save-a-lot Markets,"Buchanan, Steven",22-07-1997,19-08-1997,25-07-1997,Speedy Express,200.24 €,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
10608,Toms Spezialitäten,"Peacock, Margaret",23-07-1997,20-08-1997,01-08-1997,United Package,27.79 €,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Alemania
10609,Du monde entier,"King, Robert",24-07-1997,21-08-1997,30-07-1997,United Package,1.85 €,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,Francia
10610,La maison d'Asie,"Callahan, Laura",25-07-1997,22-08-1997,06-08-1997,Speedy Express,26.78 €,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,Francia
10611,Wolski  Zajazd,"Suyama, Michael",25-07-1997,22-08-1997,01-08-1997,United Package,80.65 €,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Polonia
10612,Save-a-lot Markets,"Davolio, Nancy",28-07-1997,25-08-1997,01-08-1997,United Package,544.08 €,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
10613,HILARIÓN-Abastos,"Peacock, Margaret",29-07-1997,26-08-1997,01-08-1997,United Package,8.11 €,HILARIÓN-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10614,Blauer See Delikatessen,"Callahan, Laura",29-07-1997,26-08-1997,01-08-1997,Federal Shipping,1.93 €,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Alemania
10615,Wilman Kala,"Fuller, Andrew",30-07-1997,27-08-1997,06-08-1997,Federal Shipping,0.75 €,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finlandia
10616,Great Lakes Food Market,"Davolio, Nancy",31-07-1997,28-08-1997,05-08-1997,United Package,116.53 €,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,Estados Unidos
10617,Great Lakes Food Market,"Peacock, Margaret",31-07-1997,28-08-1997,04-08-1997,United Package,18.53 €,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,Estados Unidos
10618,Mère Paillarde,"Davolio, Nancy",01-08-1997,12-09-1997,08-08-1997,Speedy Express,154.68 €,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canadá
10619,Mère Paillarde,"Leverling, Janet",04-08-1997,01-09-1997,07-08-1997,Federal Shipping,91.05 €,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canadá
10620,Laughing Bacchus Wine Cellars,"Fuller, Andrew",05-08-1997,02-09-1997,14-08-1997,Federal Shipping,0.94 €,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canadá
10621,Island Trading,"Peacock, Margaret",05-08-1997,02-09-1997,11-08-1997,United Package,23.73 €,Island Trading,"Garden House
Crowther Way",Cowes,Isle of Wight,PO31 7PJ,Reino Unido
10622,Ricardo Adocicados,"Peacock, Margaret",06-08-1997,03-09-1997,11-08-1997,Federal Shipping,50.97 €,Ricardo Adocicados,"Av. Copacabana, 267",Río de Janeiro,RJ,02389-890,Brasil
10623,Frankenversand,"Callahan, Laura",07-08-1997,04-09-1997,12-08-1997,United Package,97.18 €,Frankenversand,Berliner Platz 43,München,,80805,Alemania
10624,The Cracker Box,"Peacock, Margaret",07-08-1997,04-09-1997,19-08-1997,United Package,94.80 €,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,Estados Unidos
10625,Ana Trujillo Emparedados y helados,"Leverling, Janet",08-08-1997,05-09-1997,14-08-1997,Speedy Express,43.90 €,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,05021,México
10626,Berglunds snabbköp,"Davolio, Nancy",11-08-1997,08-09-1997,20-08-1997,United Package,138.69 €,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Suecia
10627,Save-a-lot Markets,"Callahan, Laura",11-08-1997,22-09-1997,21-08-1997,Federal Shipping,107.46 €,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
10628,Blondel père et fils,"Peacock, Margaret",12-08-1997,09-09-1997,20-08-1997,Federal Shipping,30.36 €,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,Francia
10629,Godos Cocina Típica,"Peacock, Margaret",12-08-1997,09-09-1997,20-08-1997,Federal Shipping,85.46 €,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,España
10630,Königlich Essen,"Davolio, Nancy",13-08-1997,10-09-1997,19-08-1997,United Package,32.35 €,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Alemania
10631,La maison d'Asie,"Callahan, Laura",14-08-1997,11-09-1997,15-08-1997,Speedy Express,0.87 €,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,Francia
10632,Die Wandernde Kuh,"Callahan, Laura",14-08-1997,11-09-1997,19-08-1997,Speedy Express,41.38 €,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Alemania
10633,Ernst Handel,"King, Robert",15-08-1997,12-09-1997,18-08-1997,Federal Shipping,477.90 €,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10634,Folies gourmandes,"Peacock, Margaret",15-08-1997,12-09-1997,21-08-1997,Federal Shipping,487.38 €,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,Francia
10635,Magazzini Alimentari Riuniti,"Callahan, Laura",18-08-1997,15-09-1997,21-08-1997,Federal Shipping,47.46 €,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bérgamo,,24100,Italia
10636,Wartian Herkku,"Peacock, Margaret",19-08-1997,16-09-1997,26-08-1997,Speedy Express,1.15 €,Wartian Herkku,Torikatu 38,Oulu,,90110,Finlandia
10637,Queen Cozinha,"Suyama, Michael",19-08-1997,16-09-1997,26-08-1997,Speedy Express,201.29 €,Queen Cozinha,"Alameda dos Canàrios, 891",São Paulo,SP,05487-020,Brasil
10638,LINO-Delicateses,"Leverling, Janet",20-08-1997,17-09-1997,01-09-1997,Speedy Express,158.44 €,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10639,Santé Gourmet,"King, Robert",20-08-1997,17-09-1997,27-08-1997,Federal Shipping,38.64 €,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Noruega
10640,Die Wandernde Kuh,"Peacock, Margaret",21-08-1997,18-09-1997,28-08-1997,Speedy Express,23.55 €,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Alemania
10641,HILARIÓN-Abastos,"Peacock, Margaret",22-08-1997,19-09-1997,26-08-1997,United Package,179.61 €,HILARIÓN-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10642,Simons bistro,"King, Robert",22-08-1997,19-09-1997,05-09-1997,Federal Shipping,41.89 €,Simons bistro,Vinbæltet 34,København,,1734,Dinamarca
10643,Alfreds Futterkiste,"Suyama, Michael",25-08-1997,22-09-1997,02-09-1997,United Package,29.46 €,Alfreds Futterkiste,Obere Str. 57,Berlín,,12209,Alemania
10644,Wellington Importadora,"Leverling, Janet",25-08-1997,22-09-1997,01-09-1997,United Package,0.14 €,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brasil
10645,Hanari Carnes,"Peacock, Margaret",26-08-1997,23-09-1997,02-09-1997,Speedy Express,12.41 €,Hanari Carnes,"Rua do Paço, 67",Río de Janeiro,RJ,05454-876,Brasil
10646,Hungry Owl All-Night Grocers,"Dodsworth, Anne",27-08-1997,08-10-1997,03-09-1997,Federal Shipping,142.33 €,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Irlanda
10647,Que Delícia,"Peacock, Margaret",27-08-1997,10-09-1997,03-09-1997,United Package,45.54 €,Que Delícia,"Rua da Panificadora, 12",Río de Janeiro,RJ,02389-673,Brasil
10648,Ricardo Adocicados,"Buchanan, Steven",28-08-1997,09-10-1997,09-09-1997,United Package,14.25 €,Ricardo Adocicados,"Av. Copacabana, 267",Río de Janeiro,RJ,02389-890,Brasil
10649,Maison Dewey,"Buchanan, Steven",28-08-1997,25-09-1997,29-08-1997,Federal Shipping,6.20 €,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Bélgica
10650,Familia Arquibaldo,"Buchanan, Steven",29-08-1997,26-09-1997,03-09-1997,Federal Shipping,176.81 €,Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brasil
10651,Die Wandernde Kuh,"Callahan, Laura",01-09-1997,29-09-1997,11-09-1997,United Package,20.60 €,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Alemania
10652,Gourmet Lanchonetes,"Peacock, Margaret",01-09-1997,29-09-1997,08-09-1997,United Package,7.14 €,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brasil
10653,Frankenversand,"Davolio, Nancy",02-09-1997,30-09-1997,19-09-1997,Speedy Express,93.25 €,Frankenversand,Berliner Platz 43,München,,80805,Alemania
10654,Berglunds snabbköp,"Buchanan, Steven",02-09-1997,30-09-1997,11-09-1997,Speedy Express,55.26 €,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Suecia
10655,Reggiani Caseifici,"Davolio, Nancy",03-09-1997,01-10-1997,11-09-1997,United Package,4.41 €,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italia
10656,Great Lakes Food Market,"Suyama, Michael",04-09-1997,02-10-1997,10-09-1997,Speedy Express,57.15 €,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,Estados Unidos
10657,Save-a-lot Markets,"Fuller, Andrew",04-09-1997,02-10-1997,15-09-1997,United Package,352.69 €,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
10658,QUICK-Stop,"Peacock, Margaret",05-09-1997,03-10-1997,08-09-1997,Speedy Express,364.15 €,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10659,Queen Cozinha,"King, Robert",05-09-1997,03-10-1997,10-09-1997,United Package,105.81 €,Queen Cozinha,"Alameda dos Canàrios, 891",São Paulo,SP,05487-020,Brasil
10660,Hungry Coyote Import Store,"Callahan, Laura",08-09-1997,06-10-1997,15-10-1997,Speedy Express,111.29 €,Hungry Coyote Import Store,"City Center Plaza
516 Main St.",Elgin,OR,97827,Estados Unidos
10661,Hungry Owl All-Night Grocers,"King, Robert",09-09-1997,07-10-1997,15-09-1997,Federal Shipping,17.55 €,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Irlanda
10662,Lonesome Pine Restaurant,"Leverling, Janet",09-09-1997,07-10-1997,18-09-1997,United Package,1.28 €,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,Estados Unidos
10663,Bon app',"Fuller, Andrew",10-09-1997,24-09-1997,03-10-1997,United Package,113.15 €,Bon app',"12, rue des Bouchers",Marseille,,13008,Francia
10664,Furia Bacalhau e Frutos do Mar,"Davolio, Nancy",10-09-1997,08-10-1997,19-09-1997,Federal Shipping,1.27 €,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10665,Lonesome Pine Restaurant,"Davolio, Nancy",11-09-1997,09-10-1997,17-09-1997,United Package,26.31 €,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,Estados Unidos
10666,Richter Supermarkt,"King, Robert",12-09-1997,10-10-1997,22-09-1997,United Package,232.42 €,Richter Supermarkt,Starenweg 5,Genève,,1204,Suiza
10667,Ernst Handel,"King, Robert",12-09-1997,10-10-1997,19-09-1997,Speedy Express,78.09 €,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10668,Die Wandernde Kuh,"Davolio, Nancy",15-09-1997,13-10-1997,23-09-1997,United Package,47.22 €,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Alemania
10669,Simons bistro,"Fuller, Andrew",15-09-1997,13-10-1997,22-09-1997,Speedy Express,24.39 €,Simons bistro,Vinbæltet 34,København,,1734,Dinamarca
10670,Frankenversand,"Peacock, Margaret",16-09-1997,14-10-1997,18-09-1997,Speedy Express,203.48 €,Frankenversand,Berliner Platz 43,München,,80805,Alemania
10671,France restauration,"Davolio, Nancy",17-09-1997,15-10-1997,24-09-1997,Speedy Express,30.34 €,France restauration,"54, rue Royale",Nantes,,44000,Francia
10672,Berglunds snabbköp,"Dodsworth, Anne",17-09-1997,01-10-1997,26-09-1997,United Package,95.75 €,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Suecia
10673,Wilman Kala,"Fuller, Andrew",18-09-1997,16-10-1997,19-09-1997,Speedy Express,22.76 €,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finlandia
10674,Island Trading,"Peacock, Margaret",18-09-1997,16-10-1997,30-09-1997,United Package,0.90 €,Island Trading,"Garden House
Crowther Way",Cowes,Isle of Wight,PO31 7PJ,Reino Unido
10675,Frankenversand,"Buchanan, Steven",19-09-1997,17-10-1997,23-09-1997,United Package,31.85 €,Frankenversand,Berliner Platz 43,München,,80805,Alemania
